anno;struttura;punto norma;rilievo;ispettore
2013;LO;4.3;NC;AM 
2013;LO;4.3;NC;GT
2013;LO;4.3;NC;AM 
2013;LO;4.4;NC;AM 
2013;LO;5.1;NC;AM 
2013;LO;5.1;NC;AM 
2013;LO;5.5;NC;GT
2013;LO;5.6;NC;GT
2013;LO;5.6;NC;AM 
2013;SE;4.1;NC;AM 
2013;SE;4.1;NC;AM 
2013;SE;4.3;NC;AM 
2013;SE;4.3;NC;AM 
2013;SE;4.3;NC;AM 
2013;SE;4.3;NC;AM 
2013;SE;4.3;NC;AM 
2013;SE;4.3;NC;AM 
2013;SE;4.3;NC;AM 
2013;SE;4.3;NC;AM 
2013;SE;4.3;NC;GC
2013;SE;4.11;NC;AM 
2013;SE;4.13;NC;AM 
2013;SE;4.13;NC;AM 
2013;SE;4.13;NC;AM 
2013;SE;4.13;NC;AM 
2013;SE;4.13;NC;GC
2013;SE;4.13;NC;AM 
2013;SE;5.1;NC;AM 
2013;SE;5.2;NC;AM 
2013;SE;5.8;NC;GC
2013;SE;5.9;NC;AM 
2013;BO;4.3;NC;AP
2013;BO;4.13;NC;AP
2013;BO;5.6;NC;GF
2013;BS;4.1;NC;AA
2013;BS;4.2;NC;AA
2013;BS;4.9;NC;AA
2013;BS;4.9;NC;AA
2013;BS;4.9;NC;GS
2013;BS;4.13;NC;AA
2013;BS;4.13;NC;AA
2013;BS;4.13;NC;AA
2013;BS;4.15;NC;AA
2013;BS;5.5;NC;GS
2013;BS;5.5;NC;GS
2013;BS;5.6;NC;GS
2013;BE+TR;4.2;NC;LM/AM
2013;BE+TR;4.2;NC;LM
2013;BE+TR;4.2;NC;LM
2013;BE+TR;4.2;NC;LM
2013;BE+TR;4.2;NC;AM 
2013;BE+TR;4.2;NC;AM 
2013;BE+TR;4.3;NC;AM 
2013;BE+TR;4.3;NC;AM 
2013;BE+TR;4.12;NC;AM 
2013;BE+TR;4.13;NC;LM
2013;BE+TR;4.13;NC;AM 
2013;BE+TR;5.2;NC;LM 
2013;BE+TR;5.2;NC;LM 
2013;BE+TR;5.2;NC;LM 
2013;BE+TR;5.2;NC;AA
2013;BE+TR;5.2;NC;AM/AA
2013;BE+TR;5.5;NC;AM 
2013;BE+TR;5.5;NC;AM 
2013;BE+TR;5.5;NC;AM 
2013;BE+TR;5.5;NC;AM
2013;BE+TR;5.6;NC;LM 
2013;BE+TR;5.6;NC;AA
2013;BE+TR;5.6;NC;AM 
2013;BE+TR;5.6;NC;LM
2013;BE+TR;5.5;NC;LM 
2013;BE+TR;5.5;NC;AM
2013;BE+TR;5.8;NC;LM 
2013;RE ;4.1;NC;LM
2013;RE ;4.3;NC;GC
2013;RE ;4.10;NC;LM
2013;RE ;5.2;NC;GC
2013;RE ;5.4;NC;GC
2013;RE ;5.5;NC;GC
2013;MN ;4.1;COMM;AP
2013;MN ;4.3;COMM;LM
2013;MN ;4.4;NC;AP
2013;MN ;4.9;COMM;AP
2013;MN ;4.13;NC;AA
2013;MN ;4.13;COMM;AP
2013;MN ;4.15;COMM;AP
2013;MN ;5.2;NC;AA
2013;MN ;5.2;NC;LM
2013;MN ;5.3;NC;AP
2013;MN ;5.4;NC;AP
2013;MN ;5.5;NC;LM
2013;MN ;5.9;NC;AP
2013;VI;4.2;NC;AA
2013;VI;4.3;NC;AA
2013;VI;4.3;NC;AA
2013;VI;4.3;COMM;AA
2013;VI;5.1;NC;AA
2013;VI;5.1;COMM;AA
2013;VI;5.2;NC;LM
2013;VI;5.5;NC;LM
2013;VI;5.5;NC;LM
2013;VI;5.5;NC;LM
2013;VI;5.6;NC;LM
2013;VI;5.6;NC;LM
2013;RS;4.1;NC;SM
2013;RS;4.3;NC;AM
2013;RS;4.3;NC;AM
2013;RS;4.3;NC;SM
2013;RS;4.3;NC;SM
2013;RS;4.12;NC;AM
2013;RS;4.13;COMM;AM
2013;RS;5.2;NC;AM
2013;RS;5.4;NC;AM
2013;RS;5.6;NC;AM/SM
2013;RS;5.6;COMM;AM
2013;RS;5.6;COMM;AM
2013;MO;4.2;NC;LM
2013;MO;4.2;NC;LM
2013;MO;4.2;NC;LM
2013;MO;4.2;NC;LM
2013;MO;4.2;NC;LM
2013;MO;4.2;NC;LM
2013;MO;4.2;NC;LM
2013;MO;4.2;COMM;AA
2013;MO;4.3;NC;AA
2013;MO;4.3;NC;AA
2013;MO;4.3;NC;AA
2013;MO;4.3;NC;AA
2013;MO;4.4;NC;AA
2013;MO;4.11;COMM;AA
2013;MO;4.12;NC;AA
2013;MO;4.14;NC;LM
2013;MO;5.2;NC;LM
2013;MO;5.2;NC;AA
2013;MO;5.2;NC;AA
2013;MO;5.2;NC;AA
2013;MO;5.2;NC;AA
2013;MO;5.2;COMM;AA
2013;MO;5.4;NC;LM
2013;MO;5.5;NC;AA
2013;MO;5.5;NC;LM
2013;MO;5.6;NC;LM
2013;MO;5.6;NC;LM
2013;MO;5.10;COMM;LM
2013;CR;4.1;NC;AM
2013;CR;4.3;NC;MCF
2013;CR;4.3;COMM;MCF
2013;CR;4.3;NC;MCF
2013;CR;4.3;NC;MCF
2013;CR;4.13;COMM;AM
2013;CR;4.13;NC;AM
2013;CR;4.13;NC;AM
2013;CR;4.13;COMM;"MCF
AM
"
2013;CR;4.13;COMM;"MCF
AM"
2013;CR;5.2;COMM;AM
2013;CR;5.2;NC;MCF
2013;CR;5.2;NC;MCF
2013;CR;5.2;NC;MCF
2013;CR;5.4;NC;MCF
2013;CR;5.4;NC;MCF
2013;CR;5.5;NC;MCF
2013;CR;5.5;NC;MCF
2013;CR;5.5;NC;MCF
2013;CR;5.5;NC;AM
2013;CR;5.6;NC;MCF
2013;CR;5.9;NC;MCF
2013;CR;5.9;NC;MCF
2013;CR;5.9;NC;MCF
2013;PV;4.2;NC;MCF
2013;PV;4.3;NC;MCF
2013;PV;4.3;NC;MCF
2013;PV;4.3;NC;AM
2013;PV;4.3;NC;AM
2013;PV;4.10;COMM;AM
2013;PV;4.13;NC;MCF
2013;PV;4.13;NC;MCF
2013;PV;4.13;NC;MCF
2013;PV;4.15;COMM;AM
2013;PV;5.2;NC;AM
2013;PV;5.2;NC;AM
2013;PV;5.4;NC;MCF
2013;PV;5.5;NC;MCF
2013;PV;5.5;NC;MCF
2013;PV;5.5;NC;MCF
2013;PV;5.6;NC;MCF
2013;PV;5.6;NC;AM
2013;PV;5.6;NC;AM
2013;PV;5.6;NC;MCF
2013;PV;5.6;NC;MCF
2013;PV;5.8;NC;MCF
2013;PV;5.8;COMM;MCF
2013;PV;5.9;NC;MCF
2013;PV;5.9;COMM;MCF
2013;PV;5.9;NC;MCF
2013;PV;5.9;NC;MCF
2013;MI;4.1;COMM;AP
2013;MI;4.3;NC;AP
2013;MI;4.9;COMM;AP
2013;MI;4.11;NC;AP
2013;MI;4.13;NC;MCF
2013;MI;4.13;NC;MCF
2013;MI;4.13;NC;MCF
2013;MI;4.13;NC;MCF
2013;MI;4.15;NC;AP
2013;MI;5.2;NC;MCF
2013;MI;5.2;COMM;MCF
2013;MI;5.4;NC;MCF
2013;MI;5.5;NC;MCF
2013;MI;5.5;NC;MCF
2013;MI;5.6;NC;MCF
2013;MI;5.6;COMM;MCF
2013;MI;5.8;NC;MCF
2013;MI;5.8;NC;MCF
2013;MI;5.8;COMM;MCF
2013;MI;5.8;COMM;AP
2013;MI;5.9;NC;MCF
2013;MI;5.10;NC;MCF
2013;GE;4.1;NC;AA
2013;GE;4.2;NC;AA
2013;GE;4.2;COMM;PB
2013;GE;4.3;NC;AA
2013;GE;4.8;NC;AA
2013;GE;4.9;NC;AA
2013;GE;4.9;NC;AA
2013;GE;4.9;NC;"AA 
CB"
2013;GE;4.9;NC;AA
2013;GE;4.13;NC;"AA
CB"
2013;GE;4.15;NC;AA
2013;GE;4.15;COMM;AA
2013;GE;5.2;NC;AA
2013;GE;5.2;COMM;AA
2013;GE;5.2;COMM;AA
2013;GE;5.3;NC;"AA
 CB"
2013;GE;5.3;NC;AA
2013;GE;5.4;NC;AA
2013;GE;5.4;NC;PB
2013;GE;5.5;NC;PB
2013;GE;5.5;NC;"AA 
CB"
2013;GE;5.5;NC;"AA
 CB"
2013;GE;5.5;NC;PB
2013;GE;5.5;COMM;PB
2013;GE;5.6;NC;"AA 
CB"
2013;GE;5.6;NC;"AA 
CB"
2013;GE;5.6;NC;"AA 
CB"
2013;GE;5.6;COMM;"AA CB
PB"
2013;GE;5.6;COMM;"AA 
CB"
2013;GE;5.6;COMM;"AA
CB"
2013;BS;4.1;NC;AM
2013;BS;4.3;NC;EF
2013;BS;4.3;NC;AM
2013;BS;4.12;COMM;AM
2013;BS;4.13;NC;AM
2013;BS;4.13;NC;EF
2013;BS;4.13;NC;EF
2013;BS;5.2;NC;AM
2013;BS;5.2;NC;AM
2013;BS;5.2;COMM;EF
2013;BS;5.4;NC;AM
2013;BS;5.4;NC;SM
2013;BS;5.4;NC;SM
2013;BS;5.4;NC;SM
2013;BS;5.4;NC;SM
2013;BS;5.5;COMM;AM
2013;BS;5.5;NC;EF
2013;BS;5.6;NC;EF
2013;BS;5.6;NC;EF
2013;BS;5.10;NC;EF
2013;PR;4.1;NC;LM
2013;PR;4.1;COMM;LM
2013;PR;4.2;NC;LM
2013;PR;4.3;NC;LM
2013;PR;4.6;COMM;LM
2013;PR;4.11;NC;LM
2013;PR;4.13;NC;LM
2013;PR;4.15;NC;LM
2013;PR;5.4;NC;GF
2013;BT;4.1;NC;AP
2013;BT;4.1;COMM;AP
2013;BT;4.2;NC;AP
2013;BT;4.3;NC;AP
2013;BT;4.3;NC;AP
2013;BT;4.3;NC;AP
2013;BT;4.3;NC;AP
2013;BT;4.3;NC;AP
2013;BT;4.3;NC;AP(CB)
2013;BT;4.3;COMM;AP
2013;BT;4.3;COMM;AP
2013;BT;4.9;COMM;AP
2013;BT;4.10;COMM;AP
2013;BT;4.13;NC;AP
2013;BT;4.13;NC;PB
2013;BT;4.14;NC;AP
2013;BT;4.15;COMM;AP
2013;BT;5.4;NC;PB
2013;BT;5.5;NC;AP
2013;BT;5.5;NC;"PB
AP(CB)"
2013;BT;5.5;NC;AP(CB)
2013;BT;5.5;NC;AP(CB)
2013;BT;5.5;NC;AP(CB)
2013;BT;5.5;COMM;PB
2013;BT;5.6;NC;"PB
AP"
2013;PC;4.1;NC;AA
2013;PC;4.3;NC;AA
2013;PC;4.13;NC;AA
2013;PC;4.13;NC;"GB
GA
"
2013;PC;4.15;COMM;GB
2013;PC;5.2;COMM;GB
2013;PC;5.3;NC;AA
2013;PC;5.3;NC;GB
2013;PC;5.4;COMM;GA
2013;PC;5.4;COMM;GA
2013;PC;5.4;COMM;GA
2013;PC;5.9;NC;GA
2013;MC;4.2;NC;AM
2013;MC;4.3;NC;AM
2013;MC;4.3;COMM;AM
2013;MC;4.3;NC;AM
2013;MC;4.12;NC;AM
2013;MC;4.13;NC;AM
2013;MC;4.13;NC;AM
2013;MC;5.5;NC;AM
2013;MC;5.5;NC;EF/AM
2013;MC;5.6;COMM;EF/AM
2013;AM;4.1;NC;AP AM
2013;AM;4.1;NC;AP AM
2013;AM;4.1;COMM;AP AM
2013;AM;4.1;NC;AP
2013;AM;4.1;COMM;AP
2013;AM;4.2;NC;AA
2013;AM;4.2;NC;LM
2013;AM;4.2;NC;AA
2013;AM;4.3;NC;AP AM
2013;AM;4.3;NC;AP AM
2013;AM;4.3;NC;AP AM
2013;AM;4.3;NC;AA LM
2013;AM;4.3;NC;AA
2013;AM;4.4;COMM;AP AM
2013;AM;4.4;COMM;AP AM
2013;AM;4.4;COMM;AP AM
2013;AM;4.6;COMM;LM
2013;AM;4.6;COMM;LM
2013;AM;4.6;COMM;LM
2013;AM;4.6;COMM;LM
2013;AM;4.7;COMM;AP AM
2013;AM;4.8;COMM;AP AM
2013;AM;4.15;NC;LM
2013;AM;4.15;COMM;AP AM
2013;AM;5.2;NC;AA
2013;AM;5.2;COMM;AP AM
2013;AM;5.5;NC;LM
2013;AM;5.5;NC;LM
2013;AM;5.5;NC;AA
2013;AM;5.5;NC;AA LM
2013;AM;5.5;NC;AA LM
2013;AM;5.5;NC;LM
2013;AM;5.8;NC;LM
2013;AM;5.9;NC;AP AM
2013;LA;4.1;NC;LM
2013;LA;4.2;NC;LM
2013;LA;4.2;NC;LM
2013;LA;4.2;NC;LM
2013;LA;4.3;NC;LM
2013;LA;4.6;NC;LM
2013;LA;4.9;NC;LM
2013;LA;4.12;NC;LM
2013;LA;5.3;NC;NA
2013;LA;5.5;NC;NA
2013;LA;5.8;NC;NA
2013;LA;5.8;COMM;NA
2013;LA;5.9;COMM;NA
2013;UAQ;4.2;NC;GV
2013;UAQ;4.3;NC;GV
2013;UAQ;4.3;NC;GV
2013;UAQ;4.3;COMM;GV
2013;UAQ;4.13;COMM;GV
2013;UAQ;5.5;COMM;GV
2016;SE;4.2;NC;GF
2016;SE;4.3;NC;LM
2016;SE;4.3;NC;LM
2016;SE;4.3;NC;LM
2016;SE;4.3;NC;LM
2016;SE;4.9;NC;LM
2016;SE;4.11;NC;LM
2016;SE;4.12;NC;LM
2016;SE;4.12;COMM;LM
2016;SE;4.13;NC;GF
2016;SE;5.2;COMM;LM
2016;SE;5.2;NC;LM
2016;SE;5.2;NC;PB
2016;SE;5.4;NC;PB
2016;SE;5.3;NC;GF
2016;SE;5.5;NC;PB
2016;SE;5.5;NC;PB
2016;SE;5.9;COMM;PB
2016;SE;5.9;NC;GF
2016;SE;5.10;NC;PB
2016;FO;4.3;NC;PB
2016;FO;4.3;COMM;PB
2016;FO;4.10;NC;AM
2016;FO;4.13;NC;AM
2016;FO;4.13;NC;AM
2016;FO;4.13;COMM;AM
2016;FO;4.13;COMM;AM
2016;FO;4.13;NC;AM
2016;FO;4.13;NC;AM
2016;FO;4.15;COMM;AM
2016;FO;5.2;NC;AM
2016;FO;5.2;NC;AM
2016;FO;5.2;NC;AM
2016;FO;5.4;NC;PB
2016;FO;5.6;NC;PB
2016;FO;5.6;NC;PB
2016;FO;5.6;NC;AM
2016;FO;5.9;COMM;PB
2016;LO;4.1;NC;AA
2016;LO;4.2;COMM;GS
2016;LO;4.3;NC;AA
2016;LO;4.3;NC;AA
2016;LO;4.3;NC;AA
2016;LO;4.3;NC;AA
2016;LO;4.11;NC;AA
2016;LO;5.1;NC;AA
2016;LO;5.1;NC;GS
2016;LO;5.1;NC;AA
2016;LO;5.6;NC;AA
2016;LO;5.6;NC;AA
2016;LO;5.9;NC;AA
2016;SO;4.2;NC;LM
2016;SO;4.2;NC;LM
2016;SO;4.2;NC;GA
2016;SO;4.2;COMM;LM
2016;SO;4.3;NC;LM
2016;SO;4.3;NC;GA
2016;SO;4.3;NC;GA
2016;SO;4.6;NC;LM
2016;SO;4.9;NC;LM
2016;SO;4.10;NC;LM
2016;SO;4.13;NC;GA
2016;SO;5.2;COMM;LM
2016;SO;5.6;NC;GA
2016;LU;4.2;COMM;AA
2016;LU;4.3;NC;GT
2016;LU;4.3;NC;AA
2016;LU;4.3;COMM;AA
2016;LU;4.3;NC;AA
2016;LU;4.3;NC;GT
2016;LU;4.4;NC;AA
2016;LU;4.4;NC;AA
2016;LU;4.13;NC;AA
2016;LU;5.3;NC;GT
2016;LU;5.5;NC;AA
2016;LU;5.5;NC;GT
2016;LU;5.6;NC;AA
2016;LU;5.6;NC;GT
2016;LU;5.6;NC;GT
2016;LU;5.9;NC;GT
2016;BO;4.4;NC;AM
2016;BO;4.13;NC;BB
2016;BO;4.13;NC;AM
2016;BO;5.5;NC;PB
2016;BO;5.6 ;NC;PB
2016;BO;5.2;NC;AM
2016;BO;5.9;NC;
2016;PC;4.2;COMM;AM
2016;PC;4.6;NC;AM
2016;PC;4.13;NC;AM
2016;PC;4.13;NC;AM
2016;PC;4.13;NC;PB
2016;PC;5.2;NC;PB
2016;PC;5.2;NC;AM
2016;PC;5.5;NC;AM
2016;PC;5.6;NC;PB
2016;PC;5.9;COMM;PB
2016;BS;4.2;NC;LM
2016;BS;4.2;NC;LM
2016;BS;4.2;NC;LM
2016;BS;4.2;COMM;LM
2016;BS;4.2;NC;LM
2016;BS;4.3;NC;LM
2016;BS;4.3;NC;LM
2016;BS;4.3;NC;LM
2016;BS;4.7;NC;LM
2016;BS;4.10;NC;LM
2016;BS;4.15;NC;LM
2016;BS;4.15;COMM;LM
2016;BS;5.5;NC;LM
2016;BS;5.5;NC;GT
2016;BS;5.5;NC;GT
2016;BS;5.5;NC;GT
2016;BS;5.9;NC;GT
2016;PR;4.1;NC;AA
2016;PR;4.3;NC;AA
2016;PR;4.3;NC;MCF
2016;PR;4.3;NC;MCF
2016;PR;4.3;NC;MCF
2016;PR;4.4;NC;AA
2016;PR;4.13;NC;AA
2016;PR;5.2;NC;MCF
2016;PR;5.2;NC;AA
2016;PR;5.2;NC;MCF
2016;PR;5.9;NC;AA
2016;PR;5.10;NC;AA
2016;CR;4.3;NC;AM
2016;CR;4.13;NC;AM
2016;CR;4.13;NC;AM
2016;CR;5.3;NC;AM
2016;CR;5.6;NC;GF
2016;CR;5.6;NC;GF
2016;MO ;4.3;NC;AA
2016;MO ;4.3;NC;AA
2016;MO ;4.3;NC;AA
2016;MO ;4.3;NC;AA
2016;MO ;4.3;NC;AA
2016;MO ;4.3;NC;AA
2016;MO ;4.3;NC;AA
2016;MO ;4.4;NC;AA
2016;MO ;4.13;NC;AA
2016;MO ;5.2;NC;AA
2016;MO ;5.5;NC;GA
2016;MO ;5.6;NC;GA
2016;MO ;5.9;NC;AA
2016;PV;4.1;NC;AA
2016;PV;4.3;NC;AA
2016;PV;4.3;NC;AA
2016;PV;4.4;NC;GS
2016;PV;4.13;NC;AA
2016;PV;5.5;NC;GS
2016;PV;5.6;NC;AA
2016;PV;5.6;NC;GS
2016;PV;5.6;NC;AA
2016;VA;4.2;NC;GF
2016;VA;4.3;NC;LM
2016;VA;4.3;NC;LM
2016;VA;4.6;COMM;LM
2016;VA;4.10;NC;LM
2016;VA;4.12;NC;LM
2016;VA;4.15;NC;LM
2016;VA;5.4;NC;GF
2016;VA;5.5;NC;GF
2016;VA;5.6;NC;LM
2016;VA;5.6;NC;GF
2016;VA;5.6;NC;GF
2016;VA;5.6;NC;GF
2016;VA;5.9;COMM;LM
2016;LA;4.3;NC;AM
2016;LA;4.3;NC;AM
2016;LA;4.3;NC;AM
2016;LA;4.3;NC;AM
2016;LA;4.3;NC;AM
2016;LA;4.3;COMM;AM 
2016;LA;4.13;NC;GC
2016;LA;5.2;COMM;GC
2016;LA;5.6;NC;AM
2016;LA;5.6;NC;GC
2016;GE;4.1;NC;LM
2016;GE;4.2;NC;LM
2016;GE;4.2;NC;LM
2016;GE;4.2;NC;"LM
NV"
2016;GE;4.3;NC;LM
2016;GE;4.6;NC;LM
2016;GE;4.9;NC;LM
2016;GE;4.11;NC;LM
2016;GE;4.13;NC;LM
2016;GE;4.15;NC;LM
2016;GE;5.2;NC;LM
2016;GE;5.2;COMM;LM
2016;GE;5.3;COMM;LM
2016;GE;5.5;NC;"LM
CB"
2016;GE;5.5;NC;"LM
CB"
2016;GE;5.5;NC;"LM
CB"
2016;GE;5.5;NC;"LM
CB"
2016;GE;5.5;NC;"LM
CB"
2016;GE;5.6;NC;LM
2016;GE;5.9;COMM;LM
2016;FE;4.1;NC;AM
2016;FE;4.4;NC;AM
2016;FE;4.13;NC;AM
2016;FE;5.2;NC;AM
2016;FE;5.4;NC;PB
2016;FE;5.4;NC;PB
2016;FE;5.4;COMM;PB
2016;FE;5.4;NC;"PB
AM"
2016;FE;5.5;NC;AM
2016;FE;5.5;NC;PB
2016;FE;5.6;NC;"PB
AM "
2016;BG;4.1;NC;LM
2016;BG;4.1;NC;LM
2016;BG;4.3;NC;MCF
2016;BG;4.9;NC;LM
2016;BG;4.10;NC;LM
2016;BG;4.13;NC;MCF
2016;BG;4.15;NC;LM
2016;BG;5.2;NC;LM
2016;BG;5.2;NC;LM
2016;BG;5.4;NC;MCF
2016;BG;5.5;NC;MCF
2016;BG;5.5;NC;MCF
2016;BG;5.5;NC;MCF
2016;BG;5.8;NC;MCF
2016;BG;5.10;NC;MCF
2016;MN ;4.1;NC;AA
2016;MN ;4.3;NC;AA
2016;MN ;4.11;NC;AA
2016;MN ;5.1;NC;AA
2016;MN ;5.1;COMM;AA
2016;MN ;5.6;NC;GA
2016;VI;4.1;NC;AA
2016;VI;4.4;NC;GT
2016;VI;4.4;OSS;GT
2016;VI;5.1;NC;AA
2016;VI;5.4;NC;GT
2016;RE;4.1;NC;AM
2016;RE;4.3;NC;AM
2016;RE;4.3;NC;AM
2016;RE;4.3;NC;AM
2016;RE;4.15;NC;AM
2016;RE;4.13;NC;AM
2016;RE;4.13;NC;MCF
2016;RE;4.13;NC;AM
2016;RE;4.13;NC;MCF
2016;RE;4.13;NC;MCF
2016;RE;4.13;NC;MCF
2016;RE;4.13;NC;"MCF
AM"
2016;RE;5.4;NC;MCF
2016;RE;5.5;NC;MCF
2016;RE;5.6;COMM;AM
2016;RE;5.9;NC;MCF
2016;MI;4.3;NC;AA
2016;MI;4.3;NC;AA
2016;MI;4.3;NC;AA
2016;MI;4.13;NC;AA
2016;MI;5.2;NC;BB
2016;MI;5.4;NC;GA
2016;MI;5.4;NC;GA
2016;MI;5.5;NC;AA
2016;MI;5.6;NC;BB
2016;MI;5.6;NC;AA
2016;MI;5.9;NC;BB
2016;RS;4.1;NC;AM
2016;RS;4.2;COMM;AM
2016;RS;4.2 ;NC;SM
2016;RS;4.2;NC;AM
2016;RS;4.13;COMM;AM
2016;RS;4.13;NC;AM
2016;RS;4.13;NC;AM
2016;RS;5.2;NC;AM
2016;RS;5.8;NC;"AM
SM"
2016;RS;5.9;NC;SM 
2016;RS;5.9;NC;SM
2016;RS;5.9;NC;SM
2016;RS;5.9;NC;SM
2016;RS;5.9;NC;SM
2016;BR;4.1;NC;LM
2016;BR;4.2;NC;SM
2016;BR;4.2;COMM;LM
2016;BR;4.3;NC;LM
2016;BR;4.3;COMM;LM
2016;BR;4.7;NC;LM
2016;BR;4.9;NC;LM
2016;BR;5.2;NC;LM
2016;BR;5.4;NC;EF LM
2016;BR;5.5;NC;EF LM
2016;BR;5.6;NC;EF LM
2016;BR;5.6;NC;SM
2016;BR;5.6;NC;SM
2016;BR;5.9;NC;EF LM
2016;BR;5.9;NC;LM
2016;BR;5.10;NC;EF LM
2016;BE+TR;4.9;NC;LM
2016;BE+TR;4.9;NC;LM
2016;BE+TR;4.9;NC;LM
2016;BE+TR;4.13;NC;LM
2016;BE+TR;4.13;NC;LM
2016;BE+TR;5.2;NC;LM
2016;BE+TR;5.4;NC;LM
2016;BE+TR;5.5;NC;LM
2016;BE+TR;"
5.5";NC;MCF
2016;BE+TR;4.13;NC;MCF
2016;BE+TR;4.13;NC;MCF
2016;BE+TR;5.3;NC;MCF
2016;BE+TR;5.5;NC;MCF
2016;BE+TR;5.5;NC;MCF
2016;BE+TR;5.6;NC;MCF
2016;BE+TR;5.6;NC;MCF
2016;BE+TR;4.3;NC;LM
2016;BE+TR;4.6;NC;LM
2016;BE+TR;4.9;NC;MCF
2016;BE+TR;4.11;NC;LM
2016;BE+TR;"
4.12";NC;LM
2016;BE+TR;4.13;COMM;LM
2016;BE+TR;4.13;NC;MCF
2016;BE+TR;4.13;NC;MCF
2016;BE+TR;"
4.15";NC;LM
2016;BE+TR;5.1;NC;LM
2016;BE+TR;5.4;NC;MCF
2016;BE+TR;5.5;NC;MCF
2016;BE+TR;5.5;NC;MCF
2016;BE+TR;5.5;NC;MCF
2016;BE+TR;5.6;NC;MCF
2016;BE+TR;5.6;NC;MCF
2016;MC;4.1;NC;AM
2016;MC;4.2;NC;AM
2016;MC;4.2;COMM;AM
2016;MC;4.13;NC;AM
2016;MC;4.13;NC;EF
2016;MC;5.2;COMM;AM
2016;MC;5.4;NC;EF
2016;MC;5.4;NC;EF
2016;MC;5.5;NC;EF
2016;MC;5.6;NC;EF
2016;MC;5.9;NC;EF
2016;MC;5.10;NC;EF
2016;BT;4.3;NC;AA
2016;BT;4.3;NC;AA
2016;BT;4.12;NC;AA
2016;BT;5.2;NC;AA
2016;BT;5.2;NC;AA
2016;BT;5.3;NC;NV
2016;BT;5.3;NC;AA (CB)
2016;BT;5.3;NC;AA (CB) NV
2016;BT;5.3;COMM;AA (CB)
2016;BT;5.6;NC;AA
2016;BT;5.10;NC;AA
2016;AM;5.2;NC;AP
2016;AM;5.2;NC;AP
2016;AM;4.3;COMM;AP
2016;AM;5.2;COMM;AP
2016;AM;4.3;NC;AP
2016;AM;4.7;COMM;AP
2016;AM;4.4;COMM;AP
2016;AM;4.3;COMM;AP
2016;AM;5.2;COMM;AP
2016;AM;5.5;NC;AA
2016;AM;4.3;COMM;AA AP
2016;AM;4.1;NC;AP
2016;AM;5.8;NC;AP
2016;AM;5.10;NC;AP
2016;AM;4.3;COMM;AP
2016;AM;4.13;COMM;AP
2016;AM;4.13;NC;LM AM
2016;AM;5.2;NC;LM AM
2016;AM;5.2;NC;LM AM
2016;AM;4.13;COMM;LM AM
2016;AM;4.3;NC;LM AM
2016;AM;4.13;NC;LM AM
2016;AM;5.5;NC;LM AM
2016;AM;5.3;NC;LM AM
2016;AM;5.5;NC;LM AM
2016;AM;4.9;NC;AA
2016;AM;4.9;NC;AA
2016;SQ;4.3;NC;GV
2016;SQ;4.3;NC;GV
2016;SQ;4.3;NC;GV
2016;SQ;4.3;NC;GV
2016;SQ;4.3;NC;GV
2017;PR;4.1;NC;AA
2017;PR;4.3;NC;GA
2017;PR;5.5;NC;AA
2017;CR;4.1;COMM;AM
2017;CR;4.4;COMM;AM
2017;CR;4.13;NC;AM
2017;CR;5.5;NC;GF
2017;CR;5.5;NC;GF
2017;CR;5.5;NC;GF
2017;CR;5.6;NC;AM
2017;CR;5.6 ;NC;AM
2017;CR;5.8;COMM;AM
2017;BO;4.3;NC;BB
2017;BO;4.3;COMM;AM
2017;BO;4.13;NC;AM
2017;BO;4.13;NC;BB
2017;BO;5.2;NC;AM
2017;BO;5.4;COMM;PB
2017;BO;5.4;COMM;PB
2017;BO;5.4;NC;PB
2017;BO;5.5;NC;PB
2017;BO;5.6;COMM;PB
2017;BO;5.9;COMM;PB
2017;BS;4.2;NC;LM
2017;BS;4.2;COMM;MCF
2017;BS;4.3;NC;LM
2017;BS;4.3;NC;LM
2017;BS;4.3;NC;LM
2017;BS;4.9;NC;LM
2017;BS;4.13;NC;MCF
2017;BS;4.13;COMM;LM
2017;BS;4.13;COMM;MCF
2017;BS;4.15;NC;LM
2017;BS;5.2;NC;MCF
2017;BS;5.3;NC;MCF
2017;BS;5.4;NC;LM
2017;BS;5.5;NC;MCF
2017;BS;5.5;NC;MCF
2017;BS;5.5;NC;MCF
2017;BS;5.6;NC;MCF
2017;BS;5.8;NC;LM
2017;BS;5.9;NC;MCF
2017;BS;5.9;NC;MCF
2017;PV;4.4;NC;AA
2017;PV;5.3;NC;AA
2017;PV;5.5;NC;AA
2017;PV;5.6;NC;AA
2017;PV;5.6;NC;GS
2017;PV;5.6;NC;AA
2017;FO;4.1;NC;AM 
2017;FO;4.3;NC;AM
2017;FO;4.3;NC;AM 
2017;FO;4.4;NC;AM
2017;FO;4.6;COMM;AM
2017;FO;4.13;COMM;"PB
AM"
2017;FO;5.5;NC;PB
2017;FO;5.5;NC;PB
2017;FO;5.6;NC;PB
2017;FO;5.6;COMM;"PB  
AM"
2017;GE;4.2;COMM;LM
2017;GE;4.3;NC;LM
2017;GE;4.3;NC;LM
2017;GE;4.6;NC;LM
2017;GE;4.11;NC;LM
2017;GE;4.13;NC;LM
2017;GE;4.13;COMM;LM
2017;GE;4.15;NC;LM
2017;GE;5.2;NC;LM
2017;GE;5.2;NC;MCF
